,voto,federal,nombre,distrito,bloque,color,sesion,asunto,ano,fecha,hora,base,mayoria,resultado,presidente,presentes,ausentes,abstenciones,afirmativos,negativos,votopresidente,titulo,auditoria,permalink
121731,0,1801.0,"GODOY, Ruperto Eduardo",San Juan,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121732,0,1802.0,"RIOFRIO, Marina Raquel",San Juan,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121733,0,1803.0,"BASUALDO, Roberto Gustavo",San Juan,Producción y Trabajo,,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121734,3,1901.0,"NEGRE DE ALONSO, Liliana Teresita",San Luis,Justicialista San Luis,#bf5b17,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121735,3,1902.0,"RODRIGUEZ SAA, Adolfo",San Luis,Justicialista San Luis,#bf5b17,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121736,3,1903.0,"PERSICO, Daniel Raúl",San Luis,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121737,0,2001.0,"GONZALEZ, Pablo Gerardo",Santa Cruz,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121738,0,2002.0,"LABADO, María Ester",Santa Cruz,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121739,0,2003.0,"MARTINEZ, Alfredo Anselmo",Santa Cruz,Unión Cívica Radical,#d62728,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121740,0,2101.0,"LATORRE, Roxana Itatí",Santa Fe,Federalismo Santafesino,,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121741,0,2102.0,"GIUSTINIANI, Rubén Héctor",Santa Fe,Socialista,#fa58f4,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121742,3,2103.0,"REUTEMANN, Carlos Alberto",Santa Fe,Santa Fe Federal,,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121743,0,2201.0,"ITURREZ de CAPELLINI, Ada Rosa",Santiago del Estero,Frente Cívico por Santiago,#4b088a,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121744,0,2202.0,"CORRADI DE BELTRÀN, Ana María",Santiago del Estero,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121745,0,2203.0,"RACHED, Emilio Alberto",Santiago del Estero,Unión Cívica Radical,#d62728,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121746,0,2301.0,"MANSILLA, Sergio Francisco",Tucumán,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121747,0,2302.0,"ROJKES de ALPEROVICH, Beatriz L .",Tucumán,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121748,3,2303.0,"CANO, José Manuel",Tucumán,Unión Cívica Radical,#d62728,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121749,0,2401.0,"DIAZ, María Rosa",Tierra del Fuego,Nuevo Encuentro,,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121750,0,2402.0,"LÓPEZ, Osvaldo Ramón",Tierra del Fuego,Nuevo Encuentro,,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
121751,3,2403.0,"COLAZO, Mario Jorge",Tierra del Fuego,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 3º Sesión,"Orden del Día 269, Expediente CD-75/11. Votacion en general y en particular",2012,5/9/2012,21:07:00,Votos emitidos,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",56,16,1,55,0,,"Dictamen en el proyecto de ley en revision sobre Derecho a la Identidad de Género, Orden del Día 269 (CD - 75/11). Votacion en general y en particular",ninguna,8.4.1
127800,0,101.0,"ESTENSSORO, María Eugenia",Ciudad Autónoma de Buenos Aires,Coalición Cívica,#2ca02c,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127801,0,102.0,"FILMUS, Daniel Fernando",Ciudad Autónoma de Buenos Aires,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127802,0,103.0,"CABANCHIK, Samuel Manuel",Ciudad Autónoma de Buenos Aires,Proyecto Buenos Aires Federal,,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127803,0,201.0,"LINARES, Jaime",Buenos Aires,GEN,,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127804,0,202.0,"FERNANDEZ, Aníbal Domingo",Buenos Aires,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127805,0,203.0,"LEGUIZAMÓN, María Laura",Buenos Aires,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127806,0,301.0,"CASTILLO, Oscar Aníbal",Catamarca,Frente Cívico y Social de Catamarca,,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127807,0,302.0,"MONLLAU, Blanca María del Valle",Catamarca,Frente Cívico y Social de Catamarca,,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127808,0,303.0,"BLAS, Inés Imelda",Catamarca,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127809,0,401.0,"JUEZ, Luís Alfredo",Córdoba,Frente Cívico de Córdoba,,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127810,0,402.0,"MORANDINI, Norma Elena",Córdoba,Frente Cívico de Córdoba,,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127811,0,403.0,"BORELLO, Marta Teresita",Córdoba,Unión Cívica Radical,#d62728,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127812,0,501.0,"ROLDAN, José María",Corrientes,Frente de Todos,,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127813,0,502.0,"MEABE de MATHO, Josefina Angélica",Corrientes,Liberal de Corrientes,,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127814,0,503.0,"ARTAZA, Eugenio Justiniano",Corrientes,Unión Cívica Radical,#d62728,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127815,0,601.0,"BIANCALANI, Fabio Darío",Chaco,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127816,0,602.0,"CORREGIDO, Elena Mercedes",Chaco,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127817,0,603.0,"NIKISCH, Roy Abelardo",Chaco,Unión Cívica Radical,#d62728,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127818,3,701.0,"GUINLE, Marcelo Alejandro",Chubut,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127819,3,702.0,"DI PERNA, Graciela Agustina",Chubut,Trabajo y Dignidad,,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127820,3,703.0,"CIMADEVILLA, Mario Jorge",Chubut,Unión Cívica Radical,#d62728,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127821,0,801.0,"GUASTAVINO, Pedro Guillermo Ángel",Entre Ríos,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127822,0,802.0,"RUIZ DIAZ, Elsa Beatriz",Entre Ríos,Justicialista-Frente para la Victoria,#1f77b4,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
127823,0,803.0,"VERA, Arturo",Entre Ríos,Unión Cívica Radical,#d62728,130° Período Legislativo - Ordinario - 15º Sesión,"Orden del Día 1324 - (CD - 23/11), votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12 -,",2012,11/28/2012,18:31:00,Miembros presentes,Más de la mitad,AFIRMATIVO,"BOUDOU, Amado",64,8,0,64,0,,"Dictamen en el proyecto de ley en revisión sobre Régimen Especial de Contrato de Trabajo para el Personal de Casas Particulares. Orden del Día 1324 - (CD - 23/11), Votación en general - Artículo 81 Constitución Nacional . con modificaciones, tenido a la vista S-2068/11 y S-1568/12",ninguna,8.19.1
